username,tweetcreatedat,text
netizam_,2022-10-05 23:33:11+00:00,"Disaat orang tua lain nyuruh anaknya kerja pas udah lulus kuliah, ini ngapa orang tua gua nyuruh jangan kerja dulu sampai akhir tahun :'). Masalahnya pan gua butuh duit juga."
cheesecake412_,2022-10-05 23:33:08+00:00,@collegemenfess Kuliah offline tp ujian mau ny online 🤣
papervcuts,2022-10-05 23:32:45+00:00,"Sepatu Sneaker Wanita 

Sol berbahan karet non slip jd terasa empuk &amp; nyaman pas dipake. Cocok digunakan untuk sekolah, kuliah, kerja, traveling, olahraga. warna nya cakep bgt lagi✨

👟 https://t.co/L3ryDHXmkg

t. sepatu putih kuliah pvn waiji ipad our boss is back #BTSTokopedia https://t.co/QxH3Fg00n7"
sclipknot,2022-10-05 23:32:42+00:00,"untung ya gua tuh gaadk kuliah subuh, coba kalo ada kan gua malu krn tiap pagi gua pasti sumpelan idung pake tisu [tiap pagi w umbelann anj]"
Oxjungwin,2022-10-05 23:32:41+00:00,kuliah pagi
numberx_3rd,2022-10-05 23:32:30+00:00,kok ngeri sampe kegiatan kuliah diberhentiin jadi online
oktaviaaar,2022-10-05 23:32:29+00:00,@bebasaktif Kebiasaan seperti ini cukup hanya mau aku rasakan pada saat kuliah sajaaaa abis itu udah nyerah ya allah😂
leeknowkwk,2022-10-05 23:32:28+00:00,alhamdulillah karena tbtb aku dikasi tip sama cust 🥹🥹 mau GA 2.5k buat 2 orang. RT aja aku undi besok pulang kuliah sore #zonauang https://t.co/RvHr8Eseq4
Deviaprilina11,2022-10-05 23:32:26+00:00,"Rekomendasi totebag aesthetic muat banyak
🌟4.8-5
1. https://t.co/Ovvrq0Bcwe
2. https://t.co/Hg5M88JfpV
3. https://t.co/8B3TieAG00
4. https://t.co/7HKARAIL0B
5. https://t.co/2yzyVt1PkP
6. https://t.co/mY47vGBBPG

#totebag #tas #kuliah #kerja #ShopeeID #shopeeaffiliate #zonajajan https://t.co/JWsoytlzGn"
Mhmd_Malick,2022-10-05 23:32:23+00:00,"Banyak mahasiswa yang mengincar beasiswa LPDP. Sebelum pendaftarannya dibuka, kamu bisa siapkan berbagai dokumen yang menjadi syarat beasiswa LPDP. https://t.co/Exckfng2PA"
airaaazzahraa,2022-10-05 23:32:19+00:00,@beibeeel kuliah di jogja aja makane huu
priessstt,2022-10-05 23:32:17+00:00,Tidak kuliah demi maen PB https://t.co/l5NIaDLw0X
Maul_f69,2022-10-05 23:31:38+00:00,"@sbmptnfess Kuliah di top 5 itu terbebani ekspetasi, kalau gak enjoy bisa down."
hane3y,2022-10-05 23:31:37+00:00,@SmgMenfess2 Yaa tergantung kamu gimana kuliah nya tooo :( kalo rajin ga ada ngulang2 sks yaa bisa aja
MisterLautner,2022-10-05 23:31:12+00:00,"Kenapa ga ada foto Wisuda ? Tak ada teman kuliah!?  kapan kuliah ? 
Rakyat tunggu kejujuran Jokowi siapa dia sebentarnya? 
#RIDamaiTanpaPolisi
#RIDamaiTanpaPolisi
Istana Angkat Bicara Soal Presiden Jokowi Digugat ke Pengadilan Atas Dugaan Ijazah Palsu https://t.co/aHrqD8I8VE"
xoxochaell,2022-10-05 23:31:09+00:00,@jaeminnaax Semangat kuliah nya kak
umatberagamaa,2022-10-05 23:31:08+00:00,Ngantuk jing kuliah pagi
clownsh1tt,2022-10-05 23:30:50+00:00,"@collegemenfess Tergantung orang sih. Bagi ku ya ga penting karena nanti jadi ga fokus kuliah segala macem,tapi bagi temen ku malah penting karna dia lebih semangat kuliah kalo ada yang nyemangatin tiap hari atau ada yang bisa bantuin dia nugas wakakakak"
thristyst,2022-10-05 23:30:44+00:00,skrg aku kan disalahin krn milih kuliah diluar
RickyNatannael,2022-10-05 23:30:40+00:00,"Banyak perubahan yang terjadi semenjak aku tinggal kuliah, kangen banget sblm masuk kuliah. Sorry, aku ra iso spend time ngge kalian"
eccedenisast,2022-10-05 23:30:35+00:00,"Sapa yg kalo abis putus nyari mati? Ak ak ak. 

Kuliah, kerja, 4 volunteers. Kurang aph lagi ak https://t.co/QOhxttZYLd"
bisnisjutaan,2022-10-05 23:30:30+00:00,"Bayar KULIAH/UANG KOST’an pake uang sendiri, BUKAN MIMPI lagi. Hub 74712000 https://t.co/qIjm1SwWaD #MyAzaria https://t.co/qOB59Td5nq"
dinihrjsh,2022-10-05 23:30:28+00:00,"outfit buat kuliah atau nongki sama temen!

🧸pashmina darkgrey
https://t.co/yHZOyW0YuZ
🎀 kemeja putih
https://t.co/3pmoQZ3l5R
🧸loose pants darkgrey
https://t.co/dk6R3f2ao7
🎀 inner rajut panjang biar nyaman😆
https://t.co/YfAN24HWJn https://t.co/mINmOWyVeG"
jeehyuck,2022-10-05 23:30:28+00:00,@splendedblue ka mamal hari ini kuliah??
Fibonacikecil,2022-10-05 23:30:26+00:00,"@collegemenfess Gw terbalik, gw ambis pas kuliah karena memang gak ada duit untuk itu, dan ngelihat ortu ngusahakan ada uang"
eatwithrosie,2022-10-05 23:30:25+00:00,@leorswr ky lu ga kuliah
thristyst,2022-10-05 23:30:19+00:00,sok2 nyuruhin mikirin duit untuk kuliah keluar
kojunieyaaa,2022-10-05 23:30:00+00:00,semangat kuliah karena besok libur bisa drakor😄
thristyst,2022-10-05 23:29:54+00:00,kntol apa salahnya ak kuliah di sby klg
Cwxyyw,2022-10-05 23:29:48+00:00,"✨ Rekomendasi Kemeja Under 100k ✨

⭐4.8
https://t.co/KNCezSeCTe

⭐4.8
https://t.co/r69LqJXgL5

⭐4.9
https://t.co/ga0Hx4pnJJ

⭐4.8
https://t.co/28VU9LeDkF

Kemejanya cocok bgt buat kuliah😍

#racunshopee | Fashion Wanita | #OOTD | Baju | #outfits | Pakaian | #shopeehaul https://t.co/fh4l0ppmgt"
injuna00,2022-10-05 23:29:47+00:00,[isa-rui] ft. ei a day in life few tweets au edisi papa udah berangkat kuliah dan abuy sendiri jagain ei 👶🏻🐻‍❄️🛁🧼 warn : mpreg! https://t.co/T1zWfOoGSk
inget_dosaa,2022-10-05 23:29:23+00:00,@samsuDiinn @liligregah @alstublieft__ @hudacahjurang @detikcom Kuliah jurusan apa
kysyysby,2022-10-05 23:29:18+00:00,ptn! kuliah di top 30 an gapapa kan ya?🥺🥺🥺🥺 https://t.co/PakFB6oZgc
bloomingbluem,2022-10-05 23:29:08+00:00,"@gojekindonesia min tolong dibantu dong, aku tadi tap in di stasiun bekasi dan berhasil tp di aplikasi belom muncul barcode tap out nya, yg nongol tap in terus. bantuin dong min mau kuliah nih 😭🙏🏻"
juarazr,2022-10-05 23:29:06+00:00,"Kasian orang tuanya admin Tije udah nyekolahin anaknya mahal-mahal sampai kuliah, pas udah kerja malah cuma bisa balas template copy-paste. Pantes aja jaman skrg orang susah cari kerja, kemampuannya cuma kayak gini. https://t.co/GS9vViMIfJ"
ikanbadutmekdi,2022-10-05 23:29:01+00:00,"@sbmptnfess Gapapa, gue aja kuliah di ntuh no 46 oke oke aja"
sampoerna_boi,2022-10-05 23:28:58+00:00,"lika liku di pagi hari, kontol mending sempet bikin begituan bangun buat kuliah aja syukur"
greellowple,2022-10-05 23:28:55+00:00,"@tanpaahmad @a_dorible to me, tiap balik dari kuliah dan drop dia di kosannya wkwkwk"
QUANXISH,2022-10-05 23:28:33+00:00,"akhirnya kuliah siang, bisa drop link sm hype"
g00dayseleraku,2022-10-05 23:28:27+00:00,ptn! kuliah di top 30 an gapapa kan ya?🥺🥺🥺🥺 https://t.co/PakFB6oZgc
sfiysmnnn,2022-10-05 23:28:17+00:00,[cm] guys mnrt kalian in relationship di masa kuliah tu penting ga? https://t.co/A8UjXzS7wE
iridoriscent,2022-10-05 23:27:52+00:00,jgn tanyakan seberapa rajin gw … dateng waktu parkiran masih 2 motor doang dan gedung kuliah masih dikunci 🥲 https://t.co/tX4xgKikEq
catatandini,2022-10-05 23:27:51+00:00,"@bebasaktif Gua rumah di Tangerang (daerah sekitar bandara Soeta) kuliah di Depok aja kadang ngeluh. Hehe. Tp meski begitu aku tetap bangga, karena sekarang kuliah masih 70% online. HAHAHA"
jungwonganjuk,2022-10-05 23:27:50+00:00,tapi kok gue kuliah kesehatan
urfavstoberiuyu,2022-10-05 23:27:43+00:00,"@sbmptnfess Gak apa nder, gw kuliah di top 250, banyak kok orang hebat di sana"
yoshafir1594,2022-10-05 23:27:41+00:00,@collegemenfess Ga penting anjir klo emg lo nya terbebani ganggu kuliah
aegyooa,2022-10-05 23:27:08+00:00,"@collegemenfess Gak penting sih, fokus kuliah biar lulu tepat waktu dulu aja kalo gue dulu supportsystem cukup dari keluarga aja. Terkadang punya pacar malah jadi beban pikiran. Kecuali kalo pacar berguna buat nyelesain skripsi mungkin bisa dipertimbangkan lah kalo gitu"
alinithia,2022-10-05 23:27:08+00:00,perasaan mantannya temen yang polisi kemarin dulu kuliah s1 hukum juga kukira ini tuh wajib https://t.co/4PiohrDYn4
meIIifIuoussie,2022-10-05 23:27:04+00:00,"@convomf 3 tahun, realme C2. masih oke banget ga lemot krn rajin dibersihin walaupun kameranya dah mulai bosok, pengen ganti cuma ngga deh soalnya biar jadi saksi hidupku selama masuk sampe lulus kuliah nanti WKWKWK."
uwonkiciw,2022-10-05 23:26:51+00:00,"tapi setidaknya dia suka bgttt sama rock with you ihirrrr rwy emg enakkkkk bgttt bisa jadi morning playlist loh klo kalian mau siap"" sekolah, kuliah ato kerja bikin semangat hidupmu meningkat seketika 🤗"
samsuDiinn,2022-10-05 23:26:35+00:00,@liligregah @alstublieft__ @hudacahjurang @detikcom Halo dek kuliah apa kerja
addictednajaem,2022-10-05 23:26:32+00:00,@sbmptnfess ya emg knp si yg penting kuliah bayar belajar top top gt ga guna klo lu ga niat kuliah
thyassna,2022-10-05 23:26:32+00:00,"Met pagiii, semangaaat kuliah sama kerja nyaa"
bedzroom,2022-10-05 23:26:30+00:00,@convomfs kuliah.. ada praktikum sama skills lab. *pingsan*
sanaxs_,2022-10-05 23:26:24+00:00,"@justwhitelove kpn ya aku punya pacar, keknya ini smpe kuliah jg bkl an blm pny pacar deh😔😔"
seungsiku,2022-10-05 23:26:22+00:00,alhamdulillah karena tbtb aku dikasi tip sama cust 🥹🥹 mau GA 2.5k buat 2 orang. RT aja aku undi besok pulang kuliah sore #zonauang https://t.co/RvHr8Eseq4
GGGULING,2022-10-05 23:26:15+00:00,"Ternyata kuliah bayarannya murah bisa aja ongkos kesananya yg mahal yak
Buseda"
GGGULING,2022-10-05 23:26:14+00:00,"Udah 8x ga kuliah krn gada duit bahkan buat parkir dan beli bensin🤣😂
Bahaya juga weh kuliah jauh + akses angkot minim
Ojolpun mehong🤣"
lookscloudy_,2022-10-05 23:26:06+00:00,"ini kelompok kuliah gue perasaan FRIK bgt, gaada kontribusi kontribusinya sama sekali. gue berasa ga di hargain bgt? kesel ga si? https://t.co/8iW4XHmMTu"
loadinxg,2022-10-05 23:25:54+00:00,@convomfs Kuliah
__clynophile,2022-10-05 23:25:52+00:00,@convomfs kuliah nder
LilLadyChina,2022-10-05 23:25:52+00:00,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........
shancarz,2022-10-05 23:25:52+00:00,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........
AneuAneudwi,2022-10-05 23:25:52+00:00,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........
ItsMeDhewiie,2022-10-05 23:25:51+00:00,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........
jepanjg,2022-10-05 23:25:40+00:00,alhamdulillah karena tbtb aku dikasi tip sama cust 🥹🥹 mau GA 2.5k buat 2 orang. RT aja aku undi besok pulang kuliah sore #zonauang https://t.co/RvHr8Eseq4
obatbatukwoodz,2022-10-05 23:25:22+00:00,"Tuh kan, jadi anggota DPR emang gak perlu pinter. 

Pertanyaan saya, kalau nulis caption aja masih berantakan, skripsinya dulu gimana? 
Katanya kuliah di Scholl of Low. 

""di Maki..""
""di Bully.."" 
Aduh dek 😭 https://t.co/YzmzJU9Nw0"
moccalatte116,2022-10-05 23:25:18+00:00,"Kata bapak ""kalo kamu kuliah lagi nanti kapan dewasanya? Kapan cari uangnya? Untuk S2 ga terpaku umur kamu gapapa kalo S2 dan umurmu udah agak senja"""
GhifariRamadhan,2022-10-05 23:25:13+00:00,@h11742141 kuliah pusing kuliah pusing
curhatanmoon,2022-10-05 23:25:13+00:00,"PTN! Coba review kuliah di ugm dong. Honest review ya. Soal culture kuliahnya, Lingkungan jogja juga"
kthundervie___,2022-10-05 23:24:55+00:00,"@collegemenfess Aku dulu SMK akuntansi, 3 tahun ngang ngong 
Kuliah ga mau ambil akuntansi takut tambah ngang ngong war wer wor"
naisa_gi,2022-10-05 23:24:42+00:00,@areskyz Semangat sekolah/kuliah/kerjanya✨️
strfloatint,2022-10-05 23:24:37+00:00,kuliah semakin hah heh hoh aja
_aksandu,2022-10-05 23:24:37+00:00,"@ambivelen Hari ini berangkat sekolah/kuliah, Joa?"
littlerockztarz,2022-10-05 23:24:33+00:00,@sbmptnfess aku sempet nyesel cuma bisa di top 30 tpi setelah dijalanin bru nyadar kuliah di top 5 juga belum tentu ak bisa survive😭 keknya takaranku emang disitu si. yg penting dimanapun kamu teruss berproses ajaaa semangat kita!
tenseggg,2022-10-05 23:24:27+00:00,si paling rajin kuliah https://t.co/rq5EnksdRi
_ndraku,2022-10-05 23:24:11+00:00,Cukup kasih beasiswa pendidikan sampai SMA/kuliah itu dah sangat cukup. Kedepannya setelah lulus mau jadi apa kan terserah dia. Janganlah kau todong korban untuk jadi Polisi/TNI dan meninggalkan tanggungjawab mu mengevaluasi anggota!. https://t.co/mNGeD2IMPt
_thesweetpea,2022-10-05 23:24:01+00:00,"@collegemenfess hi sender semangat ya. pertemanan kuliah emg hrs byk2 istigfar wkwkw harus berani nolak, prioritasin diri sendiri, pilih2 temen dan tau posisi kpn hrs komentar. sirkel itu ttp perlu tp sebatas utk tau info dan bs bergaul aja mnrtku jd kl ada gk enak, kl bs jgn diambil hati bgt2😊"
direktoridosen,2022-10-05 23:23:50+00:00,"Barangkali ada yg alumni UGM mau kuliah S3 di NAIST Jepang. For academic background in Chemistry, Physics, Chemical Engineering, or Materials Science.

Thursday, Oct 6th 2022 at 09:00 AM – 01:30 PM (GMT+7).
Registrasi: https://t.co/v9CRnG1uJH

cc: @direktoridosen https://t.co/NcHntI9LC8"
sellbuyharukyu,2022-10-05 23:23:47+00:00,"— OUTFIT NGAMPUS ✨
     (part 2)

buat yang lagi bingung mau pake outfit apa ke kampus, yuk langsung kepoin thread di bawah! ⬇️

tags : fashion, ootd, kuliah offline, kemeja, kulot. https://t.co/u54Lw9NCps"
kerawrajaib,2022-10-05 23:23:27+00:00,"Jjur gue jam segini baru bangun, untung kaga kuliah 🥹🥹🥹"
renikb_,2022-10-05 23:23:22+00:00,"@bungasapatu @convomfs Itu manusia apa robot, bisa 24 jam kuliah sm praktikum🥲"
wyngsm,2022-10-05 23:23:20+00:00,Mana dapet kabar kuliah jam 7 hdehh
taeyongvz,2022-10-05 23:23:13+00:00,Senin sampe rabu kuliah full pagi sampe malem akhirnya Kamis Jum'at libur 😭👍🏻
LekNawa,2022-10-05 23:22:42+00:00,"Masih ga abis pikir malamnya sempet2nya kuliah, jam pertama masih di perjalanan omg.

https://t.co/lPl4JTmBbq https://t.co/cbuqjHCLZR"
BentoCall,2022-10-05 23:22:31+00:00,balik kuliah ya staycation https://t.co/PzQXNEEulR
anakbetawipusat,2022-10-05 23:22:28+00:00,"Kenapa ga ada foto Wisuda ? Tak ada teman kuliah!?  kapan kuliah ? 
Rakyat tunggu kejujuran Jokowi siapa dia sebentarnya? 
#RIDamaiTanpaPolisi
#RIDamaiTanpaPolisi
Istana Angkat Bicara Soal Presiden Jokowi Digugat ke Pengadilan Atas Dugaan Ijazah Palsu https://t.co/aHrqD8I8VE"
camabahiui2022,2022-10-05 23:22:18+00:00,ptn! kuliah di top 30 an gapapa kan ya?🥺🥺🥺🥺 https://t.co/PakFB6oZgc
idkacel,2022-10-05 23:22:16+00:00,Males banget mandi tiap pagi. Bisa nggak sih berangkat kuliah tanpa mandi?
Pocoyovomaltine,2022-10-05 23:22:08+00:00,[cm] guys mnrt kalian in relationship di masa kuliah tu penting ga? https://t.co/A8UjXzS7wE
svroberi,2022-10-05 23:21:52+00:00,"sebulan kuliah terpantau bajunya udah abis, apa gua pake karung goni aja ya"
sweetddal08,2022-10-05 23:21:31+00:00,[cm] kalian sering kehilangan ambis gak sih pas kuliah kayak “gak sesemangat dulu” gitu https://t.co/VLtjYUsdQx
seomysa,2022-10-05 23:21:23+00:00,"Rekomendasi flat shoes cocok untuk kuliah nihh ,simple bgtt ygy😍
⭐4.8
https://t.co/2DH0NVzEay
⭐4.8
https://t.co/ysm3I6Ki5H
⭐4.8
https://t.co/s0b5uRcbnL

LEE JENO THANK YOU Kyuhyun 1,5M SPEAK YOURSELF Jepang #trading #shopping #zonajajan #ShopeeID #zonauang https://t.co/DWERhkCF8h"
Iavecder,2022-10-05 23:21:12+00:00,dikasih beasiswa sekolah sampe kuliah kek yg lebih berguna https://t.co/ekuR1F99ER
seomysa,2022-10-05 23:20:59+00:00,"👜Rekomendasi Totebag Kuliah &amp; Kerja👜 

🌟 4,8 - 5,0 

1. https://t.co/T5zzkZyUSK
2. https://t.co/xv3QtbN14D
3. https://t.co/K4RgJ5eD1R
4. https://t.co/MauemGZTji

T. #shopeehaul #racunshopee #tascewek #totebag Army #SuperM Kyuhyun LEE HAECHAN yoona FANDOM HUG #shopeeaffiliate https://t.co/ffRvcOIRbp"
bucinrina,2022-10-05 23:20:53+00:00,"@collegemenfess ya... kalo emang ada keperluan cuek aja nder 🥹🥹
kecuali kuliah bawa koper baru tuh"
arif_andrynsh,2022-10-05 23:20:53+00:00,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........
Apriellsanatic,2022-10-05 23:20:52+00:00,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........
Arin_Akai_99,2022-10-05 23:20:52+00:00,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........
Nofieya,2022-10-05 23:20:52+00:00,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........
LisLindaSarii,2022-10-05 23:20:51+00:00,Tolong FollowBack caramencinta  Pengen banget kuliah di ...........
bengskru,2022-10-05 23:20:51+00:00,apa gua telah mencapai titik tertekan di kuliah https://t.co/fgU0I0MIq0
heythisushi,2022-10-05 23:20:44+00:00,hari ini kuliah ga ada jeda samsek🙂 smangatttt
suciwidiantil,2022-10-05 23:20:39+00:00,"Semenjak masuk kuliah jadi sering sakit sakitan, tapi jarang periksa ke dokter, ujung ujungnya nunggu sampe sembuh sendiri :)"
nabakkkkk,2022-10-05 23:20:38+00:00,tugas kuliah raberes beres 🥴🥴🥴
jungxle_,2022-10-05 23:20:36+00:00,"@collegemenfess Saya yang dari ips aja kaget masuk akuntansi, awalnya saya kira cuman buat jurnal tapi ternyata pas kuliah luas juga cakupannya"
baeurlv,2022-10-05 23:20:28+00:00,"turu ae kali ya, kaga usah kuliah. cape banget anjim pinggang gue pen hibernasiiii"
haehae99_,2022-10-05 23:20:08+00:00,"@GilangHamidy Jadi inget kasus mhs Indonesia yg kuliah di Singapore yg terbunuh gara2 mengembangkan teknologi Facial Recognition (FR). Dari kasus itu muncul hp yg bisa FR, trus di China pembayaran digital pake FR, dll."
taamygg,2022-10-05 23:20:05+00:00,slamat pagi dr ak yg males bgt kuliah hari kamis
wiieddd,2022-10-05 23:19:53+00:00,"@timmymalachi pernah jaman kuliah dompet kecopetan, mau bikin kartu atm baru harus minta surat kehilangan dr polisi
abis bikin surat pura2 bego bilang ""terima kasih pak"" trus melengos keluar pos gitu aja 😂"
jjenojie,2022-10-05 23:19:51+00:00,ptn! kuliah di top 30 an gapapa kan ya?🥺🥺🥺🥺 https://t.co/PakFB6oZgc
adisasoedarso,2022-10-05 23:19:30+00:00,"@MYasfika Kejadian di aku juga ini. Uangnya gak balik. Dulu minjemin temen kuliah duit krn kasian. Eh, gak balik duitnya. Tiap bulan aku mintain duitnya udah kayak debt collector. Akhirnya aku lupain aja lah. Ndilalah beberapa kali muncul di mimpi jd inget lg dong. Gemes 😌"
wwcuties,2022-10-05 23:19:25+00:00,"@Askrlfess Temen aku kuliah nder, demi apapun dia baiknya kebangetan. Aku bersyukur sih, kalo disebutin satu-satu gak bisa. Tapi dia baikkk baik banget."
azuraziutzi,2022-10-05 23:18:57+00:00,"@tanyakanrl Sd : nokia, blueberry
Smp : nokia, samsung, tablet beyond, acer
Sma : acer, hp ga terkenal (lupa nama merknya), oppo
Kuliah : oppo, vivo"
lulanalaluna,2022-10-05 23:18:56+00:00,"Sejujurnya aku setuju... karna kuliah itu sangat mempengaruhi pola pikir. Aku pribadi yg sarjana seni aja, merasa kuliah itu mengubah cara berpikirku. https://t.co/VD8Fi0lOIk"
AdhiPace1,2022-10-05 23:18:56+00:00,@sbmptnfess Gapapa nder klok kamu kuliah di top 20 misalnya tekanannya aja parah ini baru top 20 belum top 3 tekanannya lebih parah lagi
theunknownm4n,2022-10-05 23:18:54+00:00,"@tahpartea Jadi kecewa karena tidak sesuai ekspektasi wkwk, mana bakal stay di Bandung empat tahun sampai lulus kuliah🤣"
YunusRaga,2022-10-05 23:18:51+00:00,Temen kuliah gw banyak muka nya
candrasdm_w,2022-10-05 23:18:26+00:00,"Kenapa ga ada foto Wisuda ? Tak ada teman kuliah!?  kapan kuliah ? 
Rakyat tunggu kejujuran Jokowi siapa dia sebentarnya? 
#RIDamaiTanpaPolisi
#RIDamaiTanpaPolisi
Istana Angkat Bicara Soal Presiden Jokowi Digugat ke Pengadilan Atas Dugaan Ijazah Palsu https://t.co/aHrqD8I8VE"
magdaau,2022-10-05 23:18:15+00:00,"kejadian di kereta dari st.duri arah cikarang jam 08.50 pagi. jadi, gw mau kuliah dan disitu posisi emg agak rame jadi gw susah utk ketengah dan gw stuck didepan pintu gerbong, disitu gw lg main hp chat sm temen2 gw tp gw ngerasa kayak ni org dibelakang gw maju bgt gw kira dia"
newaccautoflbck,2022-10-05 23:18:14+00:00,ptn! kuliah di top 30 an gapapa kan ya?🥺🥺🥺🥺 https://t.co/PakFB6oZgc
jijiduatilu,2022-10-05 23:18:14+00:00,"■▪︎ Mr. Rafka 🌙💕 ▪︎■
""Bingung deh gue sama Mr. Limbad! Dia tuh bisa aja ya gausah lulusin matkul gue. Gue juga perduli, karena emang gue gamau kuliah. Tapi kenapa dia jadi protektif banget gini sih?!""- Ansel Bintang Rayna https://t.co/JQ4lJsVWdy"
AfifullahMUSHO1,2022-10-05 23:18:12+00:00,"Petik kuliah pagi tadi:

Malaikat mengaminkan doa kita jika kita mendoakan saudara kita tanpa pengetahuan dia."
heytuesdays,2022-10-05 23:18:11+00:00,"Mets pagiiii! Gw belum ngapa-ngapain sedangkan hari ini ada kuliah pagi. Ahh indahnya menunda-nunda waktu//digeplak

Candaaa"
hourlykina,2022-10-05 23:17:58+00:00,Sebenarnya rute mbaknya sama sih kyk aku wkwkwk 😭😭 cuman dari Bogor kota ke Cisarua tuh yaAllah muacett pol. Aku yang rumahnya di Bogor kota aja capek banget pp kuliah tuh 🥺👎🏻
justshutupbitc,2022-10-05 23:17:40+00:00,[isa-rui] ft. ei a day in life few tweets au edisi papa udah berangkat kuliah dan abuy sendiri jagain ei 👶🏻🐻‍❄️🛁🧼 warn : mpreg! https://t.co/T1zWfOoGSk
misawchii,2022-10-05 23:17:37+00:00,"@nikotogi Lohhh:(((
Mungkin pemgen kuliah dulu kali yak:'"
mart4baktel0r,2022-10-05 23:16:51+00:00,Aku blm sempet nugas trs dpt kabar libur kuliah😭 kaya aneh bgt pdhl sebelumnya hari kamis tu gaperna libur karna padet bgt😭 terimakasih yaAllah karna selalu dibantu🥺😭
hssjw_6,2022-10-05 23:16:46+00:00,bangun dari kasur adalah step terberat dilakukan saat kuliah pagi https://t.co/3QiBVXbXlp
Rissolmayo_,2022-10-05 23:16:20+00:00,"Sumpah gua goblog bgt, krna kmrn sore balik kuliah dah capek bgt. Gua bisa2nya ninggalin tas laptop di teras rumah 😭🙏 untung kagak ilang anjirrrrrr"
kucingoren_id,2022-10-05 23:16:15+00:00,"Kenpaa gw ujug ujug nya ditinggal nikahhhh sehh, pdhl org2 laen bilangnya gw playgirl 😌.. 

Mantan pertama sold out✅
Mantan pdkt lama dan nolongin gw dulu pas msih kuliah udh punya baby ✅
Mantan pdkt yg spek nya gw demen bgt, soleh, pinter, rajin jugaaa istrinya mengandung ✅"
tinypliexy,2022-10-05 23:15:39+00:00,mager kuliah 🙇🏼‍♂️
didididitt,2022-10-05 23:14:59+00:00,[cm] guys mnrt kalian in relationship di masa kuliah tu penting ga? https://t.co/A8UjXzS7wE
pungkiwidodo,2022-10-05 23:14:58+00:00,"Kuliah accounting outputnya malah jadi paham:
""keknya setelah diitung itung cost and benefit analysis dan financial modelling cashflow mending live di tiktok sambil ngemis gift singa"" https://t.co/eXBk3UdC3f"
DioDewananda,2022-10-05 23:14:40+00:00,"@tanyarlfes nder saranku, 

1. pertama coba kamu ke psikolog. atau kalo uda bikin penyakit, coba ke psikiater. kamu butuh itu. lebih worth ketimbang aku ngasih 10 ribu kata ke kamu

2. paksa lulusin SMA mu, lalu cari kerja di daerah lain. kalo punya biaya, kuliah di daerah lain. Kenapa?"
awisawii,2022-10-05 23:14:37+00:00,"@collegemenfess aku pernah ngiri sama temen yg punya pacar wkt kuliah, trs ada org blg gini 🥲 https://t.co/vw7ImLuE1d"
chanminwolppy_,2022-10-05 23:14:31+00:00,"Mau nnton pawai,, tpi ad kuliah siang😌"
rismahndd,2022-10-05 23:14:21+00:00,"first time bgt tau kuliah jam 12.45 :)
biasanya jam 7.30 aku udh nangkring di kelas sampe sore"
Jrrdey,2022-10-05 23:14:11+00:00,"ngeboooo today cuma kuliah sore. 
kuliah nya emang 1 tpi sayang tugas bejibunnnnn mana dl lagi"
kamisatosad,2022-10-05 23:13:40+00:00,Hey wake up anak baikkk km harus kuliah skrg
suspreciousysk,2022-10-05 23:13:36+00:00,"Nyokap : 'kamu kenapa? krna temen? mantan? Organisasi? Mama? Papa""
w : ""gapapa, aku capek""
nykp : ""capek itu istirahat bukan nangis sampe sesegukan""
w : ""aku capek""
Nykp : ""capek pikiran ya?""
w: ""aku besok gamau kuliah dulu, aku capek""
nykp : ""yaudah, istirahat aja, gpp bsk izin"""
txteus,2022-10-05 23:13:33+00:00,@kangajie Siapkah Kau Tuk Kuliah Lagi
DisiniAJAbro,2022-10-05 23:13:31+00:00,Butuh VIDEO EDITOR buat tugas kuliah kamu? Ngedadak tengah malam butuh banget tugasnya kelar? #DisiniAja WhatsApp 081220716669 pin 520a01ee Telp. 085722830007
SnyKohiFlwr,2022-10-05 23:13:27+00:00,"@saaaja88 Kuliah sana, jan nyari bkp Vier &gt;:("
ukuuu4,2022-10-05 23:13:23+00:00,"@collegemenfess iya bawa aja gapapa, kecuali sender kuliah bawa koper😭"
fajarpuger,2022-10-05 23:13:02+00:00,"Mendag @ZUL_Hasan membuka Kuliah Ekspor Nasional 2022 bagi para mahasiswa dengan tema ""New and Digital Exporter for Export Stronger"" secara hibrida di Jakarta, Selasa (4 Okt).

#AyoDagang https://t.co/wJW2K6icU0"
0PercentLust,2022-10-05 23:12:41+00:00,mari kuliah🤸 https://t.co/9Gdw1r3gAD
FranciscaSepti,2022-10-05 23:12:38+00:00,"Mau gitu traveling ke tempat yg jauh-jauh, menelusuri keindahan indonesia, kalau udah lulus kuliah, kerja, dan penghasilan sendiri. amin."
Leezenii,2022-10-05 23:12:35+00:00,@collegemenfess artinya km disuruh berangkat kuliah
AdhiPace1,2022-10-05 23:12:35+00:00,@ddailybe Kuliah pagi sangat AWIWOK
